"id","nome_salao","instagram_salao","whatsapp_salao","qtd_total_cabeleireiras","qtd_aplicadoras_gloss","estoque_bisnagas","latitude","longitude","endereco_google","place_id_google","categoria","status","aplicacoes_totais","data_proxima_compra","profissionais_certificados","cep","uf","cidade","bairro","rua","numero","salao_id","dono","createdAt","updatedAt","qtd_aplicacoes_semana","sorteio","data_expiracao","data_ultima_compra","deletedAt"
"2f9cbe7b-988e-40ab-aa3d-7a78dacf6fbe","Jorge Andrade Beauty","@horgeandrade.rj","21996388740",1,1,1,"-22.71519760","-43.45049850","R. Celso Peçanha, 90 - Vila Pacheco da Rocha, Nova Iguaçu - RJ, 26040-580, Brasil","ChIJ_VwzRnlomQARvvHtqrVikx8","sem categoria","pendente",60,NULL,1,"26040580","RJ","Nova Iguaçu","Vila Pacheco da Rocha","Rua Celso Peçanha","90",NULL,"e72616ec-1d39-4bc5-9a31-e1dfcbda0110","2025-11-04 20:54:36.98+00","2025-11-04 20:54:36.98+00",1,False,NULL,NULL,NULL
"5cdb9019-a2ef-4781-98f7-b77711b2774d","Alcione Barbosa studio de beleza","@alcionebarbosa.beleza","14996741687",1,1,1,"-21.68197400","-49.75782690","Rua Olavo Bilac, 1555 - Centro, Lins - SP, 16400-076, Brasil","ChIJB7L5S88VvpQRCP5YoHVnUrk","sem categoria","ativo",64,NULL,1,"16400076","SP","Lins","Centro","Rua Olavo Bilac","1555",NULL,"b7d504df-0ea6-45e4-b051-93ca2f7dc81f","2025-10-24 20:35:56.232+00","2025-10-24 20:37:15.005+00",1,True,NULL,NULL,NULL
"0b48637f-0a00-4659-8dee-6ecb8fcbeb04","Studio Tauane Lasch","@studiotauanelasch","55999059814",1,1,10,"-29.70359440","-53.85360660","Pinheiro Machado, Santa Maria - RS, Brazil","ChIJKTuWbOXMA5URA2X2YvvgmAY","sem categoria","ativo",288,"2026-01-09",NULL,"97040660","RS","Santa maria","Pinheiro machado","Br 158","260","02524a41-cad2-4b6a-baae-e69c8e3db14b","fce5a87d-d5a2-49b0-b43c-1e1c006356c7","2025-07-30 20:40:26.406+00","2025-11-14 21:14:00.001+00",5,False,NULL,"2025-11-14",NULL
"194dfc18-23bb-4df1-8ac3-ebfa40e5db52","Studio J.Marins","@studiojmarins","11987956773",2,2,2,"-23.67850950","-46.77971420","Rua Henrique Reichmann, 17 - Jardim das Palmeiras, São Paulo - SP, 05883-080, Brazil","ChIJEb4ZyVNSzpQRnLFztMlL1Rk","sem categoria","ativo",32,"2026-04-03",NULL,"05883080","SP","São Paulo","Jardim das Palmeiras","Rua Henrique Reichmann","17","5770fabe-e577-4af0-a2ac-6e317d3edc11","58fdeb97-7f29-4532-bfd9-2e81a5ac951b","2025-07-30 20:43:31.555+00","2025-09-11 20:08:57.547+00",NULL,False,NULL,NULL,NULL
"7755abdc-594d-4e50-abb0-60a7b47b477a","Fabiana Silva Hair stylist","@fabianasilvahairstylist","31985732827",1,1,4,"-19.46711650","-42.56295590","R. Castro Alves, 267 - Cidade Nobre, Ipatinga - MG, 35162-360, Brazil","ChIJLVlS98L_rwARWTRH_rrBH2U","sem categoria","ativo",120,"2025-11-29",NULL,"35162360","MG","Ipatinga","Cidade Nobre","Rua Castro Alves","267","8cde62bd-b933-4ce5-bc2a-638e9a9e142f","6b077066-8e15-4fbe-a89b-a3101356d7a5","2025-07-30 20:43:30.485+00","2025-09-12 23:22:08.636+00",NULL,False,NULL,NULL,NULL
"28a8311e-745f-4003-9321-24b7628ce14c","Fios e Formas","@fioseformas","16992857640",1,1,4,"-20.59110730","-47.87516040","R. Armando Sales, 197, São Joaquim da Barra - SP, 14600-000, Brazil","EkRSLiBBcm1hbmRvIFNhbGVzLCAxOTcsIFPDo28gSm9hcXVpbSBkYSBCYXJyYSAtIFNQLCAxNDYwMC0wMDAsIEJyYXppbCIxEi8KFAoSCacAaXANObqUEUVWh6oF8qgIEMUBKhQKEgmnAGlwDTm6lBEdyeJH0tVGdA","sem categoria","ativo",208,"2025-11-23",NULL,"14600000","SP","São Joaquim da Barra","Jardim Paulista ","Rua Armando Sales ","197","5b89e294-25e7-4c3d-95aa-1c63e037d1b7","889ecff0-cb59-4eaa-933d-5fdc1327e487","2025-07-30 20:43:41.324+00","2025-10-31 20:30:54.26+00",NULL,False,NULL,NULL,NULL
"4283b78e-fd9a-4854-9ef3-53c5e6f985a1","Clínica de beleza Ana Martins","@clinicadebelezaanamartins","19997520824",1,1,4,"-22.81995880","-47.27872060","R. João Franceschini, 342 - Parque Franceschini, Sumaré - SP, 13170-615, Brazil","ChIJYaA4uUS9yJQRRZjOjZI9wZU","sem categoria","ativo",96,"2026-01-08",NULL,"13170615","SP","Sumaré","Franceschini","Rua João Franceschini","342","d31d48d5-663b-44ed-9a16-de6d7b501e0a","d32f49a7-bb1f-477f-a7dc-7d1a0dad3598","2025-07-30 20:43:38.393+00","2025-09-11 14:11:27.759+00",NULL,True,NULL,NULL,NULL
"ca5ce628-3ed0-40d9-85cc-a865d8a061a3","Nádia Luciana Moreira Munhoz da Silva","@nadiamunhoz","17991786220",1,1,6,"-20.78658500","-49.37900020","R. Roberto Munia, 256 - Jardim Conceição, São José do Rio Preto - SP, 15030-680, Brazil","ChIJE_JzXyStvZQRs3Hm63iImH8","sem categoria","ativo",692,"2025-11-03",NULL,"15030680","SP","São José do Rio Preto","Jardim Conceição","Rua Roberto Munia","256","aebf1b2e-a87f-4955-9543-4aa7bf21e5f6","f19330af-3143-43fe-a1a8-a07d46a18b40","2025-07-30 20:43:31.011+00","2025-09-20 19:06:17.583+00",NULL,True,NULL,NULL,NULL
"94ac607d-5897-4ee6-a149-b148182fb3b4","Carolina Oliveira","@carolinaoliveira.oficial","41998250638",2,2,4,"-25.42270870","-49.20036100","Rua Adilio Ramos, 2988 - Bairro Alto, Curitiba - PR, 82820-100, Brazil","ChIJdeNaYX7v3JQRHb-0YOtvReI","sem categoria","ativo",64,"2025-12-12",NULL,"82820100","PR","CURITIBA","Bairro Alto","Rua Adílio Ramos","2988","af2f1bcf-9b82-40a9-825d-952cfae48e82","c587dfb8-c3dd-44b1-b524-cb3c199e816e","2025-07-30 20:43:48.226+00","2025-11-19 20:30:58.256+00",NULL,False,NULL,"2025-11-19",NULL
"ec26c561-16f1-425f-91de-e5e2c2c505ff","Espaço Denise prado","@espacodeniseprado","11988795903",2,1,2,"-23.53143070","-46.67802440","R. Ermelinda Americano, 86 - Perdizes, São Paulo - SP, 05007-050, Brazil","ChIJ19dGCftXzpQRIOU-5tTb19Y","sem categoria","ativo",68,"2025-12-16",NULL,"05007050","SP","São Paulo","Perdizes","Rua Ermelinda Americano","86","e0888191-a582-4ab9-b12f-73f3ad560720","833f78ef-f74a-43f0-b632-157acc17807d","2025-07-30 20:43:46.2+00","2025-09-09 19:43:53.409+00",NULL,False,NULL,NULL,NULL
"7a486056-8c67-430a-9089-ce6920d32d67","Kashos & Krespos","@kashosekrespos","85998174221",2,2,1,"-3.73909090","-38.54855530","R. Minervino de Castro, 865 - Rodolfo Teófilo, Fortaleza - CE, 60430-620, Brasil","ChIJP0zOKHNJxwcRZyn6GB3UIQo","sem categoria","pendente",NULL,"2025-12-15",1,"60430620","CE","Fortaleza","Rodolfo Teófilo","Rua Minervino de Castro","865",NULL,"472fdc8d-5774-45be-acec-3c81c9bc796c","2025-11-17 23:23:40.168+00","2025-11-17 23:24:35.467+00",1,False,NULL,NULL,NULL
"46fc063c-faa2-42fa-b25a-81b5eabe7eba","Espaço Prime","@espacoprimerp","16982071919",2,2,3,"-21.20192760","-47.80756900","R. Nélio Guimarães, 1521 - Jardim Sao Luiz, Ribeirão Preto - SP, 14020-490, Brazil","ChIJCdD9z9a-uZQRjOYzLyO8e_k","sem categoria","ativo",48,"2025-10-31",NULL,"14020490","SP","Ribeirão Preto","Jardim Irajá","Rua Nélio Guimarães","1521","50789693-847a-438d-b453-ef8e51cde6a5","4c7c7188-0464-4502-a92c-b202f71cb0c3","2025-07-30 20:43:44.289+00","2025-08-21 14:41:27.488+00",NULL,False,NULL,NULL,NULL
"fc472433-6b0c-4b14-95ac-540f642dbed2","Salão da Bruna","@brunarates","37999612140",1,1,4,"-19.73016690","-45.26012810","R. Pio XII, 544 - A Definir, Bom Despacho - MG, 35600-000, Brazil","ChIJqUjIxHg_s5QRXTtM4V1zl9I","sem categoria","ativo",128,"2025-11-26",NULL,"35636130","MG","Bom Despacho","Olegário Maciel","Rua Pio XII","544","7e84e105-e9f8-452a-bf9a-02b5f97f277a","735939f0-c3a2-45c0-9069-5fdb6c208b8a","2025-07-30 20:43:44.748+00","2025-11-03 22:07:20.168+00",NULL,False,NULL,"2025-10-31",NULL
"7764c18a-370d-4c5d-80a6-34ca597dfc17","Salão Isabel Ribeiro","@salao_isabelribeiro","85986661754",4,1,3,"-3.73020200","-38.60250380","R. Luís Costa Filho, 140 - Quintino Cunha, Fortaleza - CE, 60352-680, Brazil","ChIJWacJ0lJKxwcRqY5uyUn6FTQ","sem categoria","ativo",24,"2025-08-16",NULL,"60352680","CE","Fortaleza","Quintino Cunha","Rua Luís Costa Filho","140","044a2a9b-5437-45e7-90ea-b217781aa29d","29506b80-51c6-4b7b-9464-08bd930a1b09","2025-07-30 20:47:50.719+00","2025-07-30 20:47:50.719+00",5,False,NULL,NULL,NULL
"919cb8c0-b011-4471-9471-2147bafe57be","STUDIO de beleza Márcia","@studiodebelezamarcias","21966167808",1,1,4,"-23.01022290","-43.44183870","Av. Alfredo Balthazar da Silveira, 580 - 132 - Barra da Tijuca, Rio de Janeiro - RJ, 22790-710, Brasil","EmZBdi4gQWxmcmVkbyBCYWx0aGF6YXIgZGEgU2lsdmVpcmEsIDU4MCAtIDEzMiAtIEJhcnJhIGRhIFRpanVjYSwgUmlvIGRlIEphbmVpcm8gLSBSSiwgMjI3OTAtNzEwLCBCcmF6aWwiHxodChYKFAoSCU9-LyjNwpsAEaomGTVUlO2QEgMxMzI","salao certificado","ativo",32,"2025-12-15",NULL,"22790710","RJ","Rio de Janeiro","Recreio dos Bandeirantes","Avenida Alfredo Balthazar da Silveira,580","132",NULL,"e6055c95-8bf8-46cb-ab7f-106b74f9e127","2025-09-30 16:42:42.678+00","2025-11-27 10:09:04.185+00",3,False,NULL,"2025-11-22",NULL
"4e4c763f-d656-4c5c-a25e-14ac742f5198","Ópera Cabelo","@operacabelo","55991652362",6,3,6,"-28.39447250","-53.91671980","R. Henrique Kopf, 95 - Centro, Ijuí - RS, 98700-000, Brazil","ChIJzyy7Ilwt_JQRF5lvpSL2H0Q","sem categoria","inativo",112,"2025-10-17",NULL,"98700000","RS","Ijuí","Centro","Henrique Kopf","95","e713d699-9789-4353-b31b-23bb9f6be28b","29581b4c-f5de-4c11-9927-3b695603247b","2025-07-30 20:38:18.579+00","2025-08-14 14:24:21.374+00",NULL,False,NULL,NULL,NULL
"0b875a3a-cda8-474a-858a-7bb95dbde46e","Letticia Cabeleireiros","@letticiacabeleireiro","34997781188",1,1,10,"-18.91531860","-48.27831080","Av. Cipriano Del Fávero, 746 - Centro, Uberlândia - MG, 38400-106, Brazil","ChIJd_gGpKxFpJQRwEGsnIE3WlQ","sem categoria","ativo",440,"2025-12-30",NULL,"38400106","MG","Uberlândia","Centro","Avenida Cipriano del Favero","746","4307df62-ab60-4277-a015-104f45cfdb69","b76bda71-34fe-4c9b-b2b4-1be95e5a5a96","2025-07-30 20:43:42.36+00","2025-12-02 11:01:46.445+00",NULL,False,NULL,"2025-12-02",NULL
"d444827e-2671-4e06-a020-ace245222df7","Salão da  Elicia","@elicia","37998713917",0,0,6,"-20.16415390","-44.91194110","R. Manoel Bandeira, 2037 - São José, Divinópolis - MG, 35501-278, Brasil","ChIJOf7GscyloAARcJnerQ59me8","sem categoria","ativo",192,"2026-01-12",NULL,"35501278","MG","Divinópolis","São José","Rua Manoel Bandeira","2037",NULL,"37d7fd36-0c55-404b-8c29-0403f686d7f2","2025-11-24 19:39:25.82+00","2025-12-09 15:01:51.326+00",NULL,False,NULL,"2025-12-09",NULL
"3b4b64da-61ac-450d-bae1-29d28adaba13","A Casa KYPÁ Cosméticos","@kypacosmeticos","51982202108",2,2,6,"-28.24058860","-48.66595300","Av. Dr. João Rimsa, 601 - 607 607 - Centro, Imbituba - SC, 88780-000, Brazil","Ek1Bdi4gRHIuIEpvw6NvIFJpbXNhLCA2MDEgLSA2MDcgNjA3IC0gQ2VudHJvLCBJbWJpdHViYSAtIFNDLCA4ODc4MC0wMDAsIEJyYXppbCIjGiEKFgoUChIJVadhKI61JpURyh5SowvtsjsSBzYwNyA2MDc","sem categoria","ativo",24,"2025-08-25",NULL,"88780000","SC","Imbituba","centro","Av. Dr. João Rimsa, N° 601, sala 607","607","0ec64f88-a81a-4ee0-bd74-597883caeabb","e0d912a0-520e-45e5-aeba-402d6ee79a04","2025-08-11 23:48:18.953+00","2025-08-11 23:48:18.953+00",12,False,NULL,NULL,NULL
"9d8da6ae-a2c8-4f99-8ec2-e7799ce89218","Aline Macena","@hair.alinemacena","19987718301",1,0,3,"-22.84679410","-47.11790390","Rua Monsenhor Landell de Moura, 262 - Jardim São Marcos, Campinas - SP, 13082-225, Brazil","ChIJQ4AaSEfHyJQRNW4tx_8fiGY","sem categoria","ativo",16,"2025-09-10",NULL,"13082225","SP","Campinas","Jardim São Marcos","Rua Monsenhor Landell de Moura","262","b8e69045-03a4-457d-8d83-742d951490c0","3cad3359-9ba3-4260-9e41-1920beee1ab6","2025-08-13 22:40:38.732+00","2025-08-13 22:40:38.732+00",3,False,NULL,NULL,NULL
"bdfc7c80-c5d8-453b-bc01-37626f3ef3c9","Cerejeira","@cerejeirams","67999825426",2,1,10,"-20.45083720","-54.61457200","R. Pernambuco, 366 - Centro, Campo Grande - MS, 79002-261, Brasil","ChIJG_eKNinmhpQRo4nq5AuWNik","sem categoria","ativo",1800,"2025-11-15",NULL,"79002261","MS","Campo Grande","Centro","Rua Pernambuco","366","c4e46562-d050-4367-b4da-cf18550838f1","dfa54090-6511-4524-84cc-fee3bb6cd88e","2025-07-30 20:40:56.619+00","2025-11-03 22:32:47.436+00",25,True,NULL,"2025-10-24",NULL
"6e87c42e-7d41-4a48-b381-6975cfaf00fb","Penha cabeleireira","@penhacabeleireira","3138481949",1,1,10,"-19.55267920","-42.64354410","R. Clóvis Gonçalves Ferreira, 259 - Res. Colina, Timóteo - MG, 35182-394, Brazil","ChIJDaf70kVRpQARxzOEgidxUBw","sem categoria","ativo",192,"2025-12-30",NULL,"35182394","MG","Timóteo","Alto Timirim","Rua Clovis Gonçalves Ferreira","259","fa9a27a8-00e9-48f6-ab6a-e037ba6acf03","925ee830-6ac9-43fe-99f2-a7b2e6514918","2025-07-30 20:48:38.039+00","2025-11-04 22:34:23.978+00",NULL,False,NULL,"2025-11-04",NULL
"5b0e5d09-277b-4665-a288-debc4ef3d578","Elis centro da beleza","@eliscentrodabeleza","64992395134",6,3,6,"-18.42919130","-49.21688530","R. José Luís Alves, 86 - Res. Jardim Primavera, Itumbiara - GO, 75524-525, Brasil","ChIJR2B_Fk8NoZQRdgC1f8Uur5Y","sem categoria","ativo",416,"2025-11-02",NULL,"75524525","GO","Itumbiara","Residencial Jardim Primavera","Rua José Luiz Alves","86","cb93fa4c-ae69-42fa-b8ea-adc47f9cbe9d","41bb7ab1-99e4-4751-abce-55b77e822763","2025-07-30 20:42:09.012+00","2025-10-08 18:33:39.107+00",NULL,True,NULL,NULL,NULL
"bb0d781d-fbc1-427a-8cba-dcd01c1e1fad","Espaço Liz","@de.leitefreitas","11945455354",1,1,1,"-23.48979700","-46.72105570","R. Luís de Andrade, 971 - Vila Pirituba, São Paulo - SP, 02920-000, Brasil","ChIJk4I9qxH5zpQRcaj20AEsReg","sem categoria","ativo",NULL,NULL,1,"02920000","SP","São Paulo","Vila Pereira Barreto","Rua Luís de Andrade","971",NULL,"ea1a19b1-b7dd-4bc4-8cda-e5bd15456338","2025-11-18 00:27:57.194+00","2025-11-18 00:27:57.194+00",1,False,NULL,NULL,NULL
"5d074d7b-3112-4cd3-bfbe-839f1cb24050","Salão da Renata","@salaodarenata","16991787100",1,1,4,"-23.56937070","-46.67197820","Jardim América, São Paulo - State of São Paulo, Brazil","ChIJLbmEFX1XzpQROhzW1qHf4ks","sem categoria","ativo",436,"2025-11-21",NULL,"14201100","SP","São Simão","Jardim das Américas","Rua Nicarágua","163","dae70d50-9570-4848-968f-a1b3ee4f34a5","8c740467-1a0f-45d2-aa57-2d1332eaf354","2025-07-30 20:43:48.728+00","2025-10-29 16:34:52.764+00",NULL,False,NULL,NULL,NULL
"3d5e12ed-5457-4200-83f4-da8908797b86","Duda margutti","@duda__margutti","17991043048",1,1,8,"-21.14098920","-48.99846720","Loteamento - R. Profa. Ana Maria dos Anjos, 135 - Parque José Curi, Catanduva - SP, 15802-339, Brazil","ChIJOS5O_1QevJQRVT-O8tQLf4o","sem categoria","ativo",160,"2025-12-25",NULL,"15802339","SP","Catanduva","Loteamento Parque José Cury","Rua Professora Ana Maria Dos Anjos","135","c12d9dd8-355f-4bb1-bb4e-3554573de8f2","eae66e54-fe6c-43ed-8e48-494aa7ea9adf","2025-07-30 20:56:42.209+00","2025-12-02 15:01:17.925+00",NULL,False,NULL,"2025-12-02",NULL
"62de562c-9819-42de-9687-102036304bcd","Salão da fatinha","@salaofatinha","34998391563",2,1,6,"-18.93808920","-46.97898060","R. Ramiro Gonçalves dos Reis, 226 - Boa Esperança, Patrocínio - MG, 38745-000, Brazil","ChIJv62r2H-wr5QRYEo9AwyEFMU","sem categoria","ativo",132,"2025-12-29",NULL,"38747142","MG","Patrocínio","Boa Esperança","Rua Ramiro Gonçalves dos Reis","226","51db3b62-d4b8-4b29-b628-c8a37426e5ee","12041c20-78fb-4949-92a3-f819b65a65d7","2025-07-30 20:43:53.654+00","2025-12-08 17:01:06.648+00",NULL,False,NULL,"2025-12-08",NULL
"7d68d027-2fc6-411d-a8b4-7956d9955749","Studio de beleza Andréia Guedes","@studiodebelezaandreiaguedes","61992753837",1,1,7,"-15.90236020","-47.78901200","Quadra 306 Conjunto 6 - Q. 306 - São Sebastião, Brasília - DF, 71691-630, Brazil","ChIJxRPkT7EhWpMRzyHCXN8y6c0","sem categoria","ativo",104,"2025-11-05",NULL,"71691621","DF","Brasília","Setor Residencial Oeste (São Sebastião)","Quadra 306 Conjunto 6","Chácara 15","2f117c3e-55ec-4ae2-803e-88feaca267d8","2b5b0f0b-26f2-4f64-8c73-f6391b99d898","2025-07-30 20:43:57.273+00","2025-07-30 20:43:57.273+00",NULL,False,NULL,NULL,NULL
"b5508f2e-9bfa-4bbb-8157-44126abaed85","Soul Beauty institute","@soulbeauty_institute","11975333248",4,1,4,"-23.49771620","-46.85651060","Alameda Araguaia, 531 - Alphaville Industrial, Barueri - SP, 06455-000, Brazil","ChIJA0OG_DACz5QR87j-TAALRT4","sem categoria","ativo",88,"2025-10-28",NULL,"06455000","SP","Barueri","Alphaville Industrial","Alameda Araguaia ","531","620de9f4-6cf3-4679-951e-1dbef27cf34f","075f2550-1806-4489-847f-5daaa9094b77","2025-07-30 20:43:54.134+00","2025-08-30 17:15:44.722+00",NULL,False,NULL,NULL,NULL
"325ebd64-08e3-453b-9f11-0a7e6cce78b0","Clínica Alus","@anacgodoi_a","19995065292",1,1,10,"-22.59399220","-46.52891830","Centro, Socorro - SP, 13960-000, Brazil","ChIJLeZlb5w_yZQRPjHWcWbs8jE","sem categoria","ativo",32,"2025-09-24",NULL,"13960000","SP","Socorro","Centro ","Capitão José Batista Pereira de Araújo ","210","e62df593-82ef-46a6-9542-0c65f0bb93a7","2ff72742-d2f0-4730-b857-b6a5d71eefac","2025-07-30 20:44:00.213+00","2025-07-30 20:44:00.213+00",NULL,False,NULL,NULL,NULL
"6f008005-7133-4fa1-8068-3de8e410ae45","TOKIO CABELEiREIRO","@tokioanapolis","62993734363",0,0,0,"-16.31485590","-48.95805700","R. Guimarães Natal, 803 - Maracanã, Anápolis - GO, 75040-030, Brasil","ChIJ93zjAQukXpMRVf_Yru0mT7w","sem categoria","ativo",NULL,NULL,NULL,"75040030","GO","Anápolis","Maracanã","Rua Guimarães Natal","803",NULL,"5f018f51-d7b5-48dd-b9b6-afafd7664b7e","2025-11-24 19:51:52.683+00","2025-11-24 19:52:38.011+00",NULL,False,NULL,NULL,NULL
"e30af6e9-7ed3-40bf-9f59-fba84cae0de3","Roseni R Sousa","@Roseni","87981523720",1,0,6,"-9.38464540","-40.51759820","Rua da Caatinguinha, 44 - Jardim Maravilha, Petrolina - PE, 56306-630, Brazil","ChIJDfU5BoZwcwcRpv1zzHz7hu0","sem categoria","ativo",24,"2025-10-13",NULL,"56306630","PE","Petrolina","Jardim Maravilha","Rua da Caatinguinha","44","42d80f3b-d906-4c0c-bb50-d2e9b26a2375","c899d9c1-90b9-49d2-91e6-851f2ef4de4b","2025-09-01 14:43:26.394+00","2025-09-01 14:43:26.394+00",4,False,NULL,NULL,NULL
"6748bed8-b17b-4bf0-aff4-b24b0813ace5","Capellidimaria","@capellidimaria","47988360156",1,1,4,"-27.10227940","-48.61491130","Av. Nereu Ramos, 867 - 20 - Centro, Itapema - SC, 88220-000, Brasil","EkNBdi4gTmVyZXUgUmFtb3MsIDg2NyAtIDIwIC0gQ2VudHJvLCBJdGFwZW1hIC0gU0MsIDg4MjIwLTAwMCwgQnJhemlsIh4aHAoWChQKEglB5ga3vLHYlBFbiT7FGzD4CRICMjA","sem categoria","ativo",296,"2026-01-07",NULL,"88220000","SC","Itapema","Centro","Av Nereu Ramos","867 lj 20","cb4d7f92-b41b-4e6f-a2ec-4640824ecaaf","fab08e5a-c676-4199-9328-8a3c4070c417","2025-07-30 20:43:41.83+00","2025-12-15 18:31:15.458+00",NULL,False,NULL,"2025-08-08",NULL
"5442ad5d-d89b-4194-a002-e7c9bf65ad3c","Ahh!! Esmalteria","@ahhesmalteria","31987752002",2,1,10,"-19.93645520","-43.94061030","R. da Bahia, 2424 - Lourdes, Belo Horizonte - MG, 30160-012, Brasil","EkNSLiBkYSBCYWhpYSwgMjQyNCAtIExvdXJkZXMsIEJlbG8gSG9yaXpvbnRlIC0gTUcsIDMwMTYwLTAxMiwgQnJhemlsIjESLwoUChIJMfsypdmZpgARPFtFtTvqob4Q-BIqFAoSCaV1u9jmmaYAEfGkFofe0h6w","sem categoria","ativo",128,"2026-02-07",NULL,"30160012","MG","Belo Horizonte","Lourdes","Rua da Bahia","2424","db56653d-ef79-4ab3-9c4e-50cb0a578e5e","a37ea0cb-b21f-40a7-9d82-382e58f3d59f","2025-07-30 20:43:51.143+00","2025-12-13 17:00:35.432+00",NULL,False,NULL,"2025-12-13",NULL
"2c84ef40-4c02-46fc-ad91-a61e165196ce","LUCIANE VERRUCK FERNANDES","@lucianeverruck","51997286475",NULL,NULL,NULL,"-29.83293200","-51.16991540","R. Aurélio Pôrto, 134 - Tres Portos, Esteio - RS, 93270-090, Brasilien","ChIJ8aM7OlBvGZUROd9OnSKo6HA","expiravel","ativo",NULL,NULL,NULL,"93270090","RS","Esteio","Três Portos","Rua Aurélio Porto ","134",NULL,NULL,"2025-11-18 03:12:24.161+00","2025-11-18 03:12:24.161+00",NULL,False,"2025-11-25 00:12:24+00",NULL,NULL
"df8e2174-3295-415e-9b20-69e45b2e19c5","Salão Gabana","@salaogabana","41996934540",3,3,5,"-25.43539580","-49.21500780","R. Osmário de Lima, 457 - Capão da Imbuia, Curitiba - PR, 82810-260, Brazil","ChIJk-idPHfl3JQRAMw98wenPLA","sem categoria","ativo",160,"2025-10-19",NULL,"82810260","PR","Curitiba","Capão da Imbuia","Rua Osmário de Lima","457","60eddf8d-9e1e-4c5a-b98f-fa8cdfdb1827","a5121bf7-82ea-41b3-b0da-3a29a625cf5d","2025-07-24 20:59:17.224+00","2025-07-25 19:55:56.435+00",5,False,NULL,NULL,NULL
"aacffb18-9ff7-4786-9adc-bc9d345be0cf","Salão Bruna Reis","@brunareis9089","35998460939",1,1,20,"-20.96763820","-46.12797170","R. Venerando Domingues dos Reis - Carmo do Rio Claro, MG, 37150-000, Brasil","ChIJTXVpV4vTtZQRAKU_zKlgjLU","sem categoria","ativo",384,NULL,NULL,"37150000","MG","Carmo do Rio Claro","Bela vista ","Rua Venerando Domingues Dos Reis ","41",NULL,"834914b4-54c4-4ad4-b074-c91f068aa0c3","2025-09-16 23:54:23.984+00","2025-09-16 23:54:23.984+00",NULL,True,NULL,NULL,NULL
"e2de6d48-2836-41df-b9e8-2d3c365048b3","Studio Ranielle Peixoto","@studioraniellepeixoto","14997311149",1,1,4,"-22.26052880","-48.54811020","R. Atílio Lotto, 1440 - Jardim Olimpia, Jaú - SP, 17208-710, Brazil","ChIJOwf-OcWnuJQRIeV7k54rUVg","sem categoria","ativo",64,"2025-12-26",NULL,"17208710","SP","Jaú","Jardim Olímpia","Rua Atílio Lotto","1440","6da9c3a5-9bbf-43d2-8da9-7fc48444c362","264fda66-5ca3-45da-8caa-bcf069655609","2025-07-30 20:43:59.212+00","2025-12-03 15:00:47.18+00",NULL,False,NULL,"2025-12-03",NULL
"9b7b5972-168a-4a59-86f2-216b5b2ab025","Debora gomes hair","@deboragomeshair","47991905801",1,1,4,"-26.92960460","-48.67505970","Rua Aristides Estevão da Silva, 30 - Ressacada, Itajaí - SC, 88307-393, Brazil","ChIJlyPctJzL2JQRpUPqHmBJ6EU","sem categoria","ativo",252,"2026-01-01",NULL,"88307393","SC","Itajaí","Ressacada","Rua Aristides Estevão da Silva","30","55f23a0f-1785-4acd-9551-4d83459370e3","8e41aa5e-e1fd-44c1-8360-b8910c96bb88","2025-07-30 20:44:01.714+00","2025-12-09 16:01:25.387+00",NULL,False,NULL,"2025-12-09",NULL
"77ed8a3f-7e03-4787-80fd-6e8f1ed9e45a","Studio M ","@stduiomairlanealves","93991835676",0,0,12,"-4.26585070","-55.98229490","Av. Gov. Fernando Guilhon, 915 - Comércio, Itaituba - PA, 68180-110, Brasil","EkxBdi4gR292LiBGZXJuYW5kbyBHdWlsaG9uLCA5MTUgLSBDb23DqXJjaW8sIEl0YWl0dWJhIC0gUEEsIDY4MTgwLTExMCwgQnJhemlsIjESLwoUChIJJ0fvfSraX5IRYQ9dnI3vOfUQkwcqFAoSCQPem3wq2l-SEUHTz-Ux9DoI","sem categoria","ativo",96,"2026-02-03",NULL,"68180110","PA","Itaituba","Comércio","Avenida Governador Fernando Guilhon","915",NULL,"c16a5082-0ff0-48e9-b591-dba1a6ac3beb","2025-11-24 19:57:14.532+00","2025-11-27 22:00:46.091+00",NULL,False,NULL,"2025-11-27",NULL
"6aa634c2-9941-42ca-a8de-05bf91dfb437","Edilene salão hair","@edilenesalaohair","35988288377",2,1,3,"-22.24937230","-45.93169790","Av. Pedro Luiz da Costa, 11 - Aristeu da Costa Rios, Pouso Alegre - MG, 37558-056, Brazil","ChIJ_6tsTQ_Hy5QRgIiPduygER8","sem categoria","ativo",152,"2025-10-27",NULL,"37558308","MG","Pouso Alegre","Vila Costa Rios","Avenida Pedro Luiz da Costa","11","71feaf61-559f-4254-8efb-bc487f6b7a2e","3e8240d5-262e-4a8e-a740-5b6a58f28ed1","2025-07-30 20:43:56.208+00","2025-08-13 19:36:23.173+00",NULL,False,NULL,NULL,NULL
